timestamp,title,slug,pub_url,md_path,md_status,notes
2025-10-08T20:36:21.839Z,"Overview · Author’s response to Unjournal evaluations of ""Meaningfully reducing consumption of meat and animal products is an unsolved problem: A meta-analysis""",aflv6m1e,https://unjournal.pubpub.org/dash/pub/aflv6m1e,,fail: Download menu not found,
2025-10-08T20:36:30.056Z,"Overview · Authors’ response to Unjournal evaluations of “The Returns to Science In the Presence of Technological Risks""",arreturnstoscience,https://unjournal.pubpub.org/dash/pub/arreturnstoscience,,fail: Download menu not found,
2025-10-08T20:36:38.610Z,"Overview · Authors’ response to Unjournal evaluations of “The Effect of Public Science on Corporate R&D""",authorsresponsepublicscience,https://unjournal.pubpub.org/dash/pub/authorsresponsepublicscience,,fail: Download menu not found,
2025-10-08T20:36:47.100Z,"Overview · Authors’ response to Unjournal evaluations of “The wellbeing cost effectiveness of StrongMinds and Friendship Bench: review and meta-analysis with charity-related data""",authorsresponsestrongminds,https://unjournal.pubpub.org/dash/pub/authorsresponsestrongminds,,fail: Download menu not found,
2025-10-08T20:36:54.984Z,"Overview · Evaluation 1 of ""Towards best practices in AGI safety and governance: A survey of expert opinion""",e1agisafety,https://unjournal.pubpub.org/dash/pub/e1agisafety,,fail: Download menu not found,
2025-10-08T20:37:03.230Z,"Overview · Evaluation 1 of ""The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers""",e1animalwelfarecost,https://unjournal.pubpub.org/dash/pub/e1animalwelfarecost,,fail: Download menu not found,
2025-10-08T20:37:11.509Z,"Overview · Evaluation 1 of ""Choose Your Moments: NIH Peer Review and Scientific Risk Taking""",e1chooseyourmoments,https://unjournal.pubpub.org/dash/pub/e1chooseyourmoments,,fail: Download menu not found,
2025-10-08T20:37:19.402Z,"Overview · Evaluation 1 of ""Asymmetry in Civic Information: An Experiment on Tax Participation among Informal Firms in Togo""",e1civicasymmetry,https://unjournal.pubpub.org/dash/pub/e1civicasymmetry,,fail: Download menu not found,
2025-10-08T20:37:27.115Z,"Overview · Evaluation 1 of ""Misperceptions and Demand for Democracy under Authoritarianism""",e1demandfordemocracy,https://unjournal.pubpub.org/dash/pub/e1demandfordemocracy,,fail: Download menu not found,
2025-10-08T20:37:35.046Z,"Overview · Evaluation 1 of ""Ends versus Means: Kantians, Utilitarians, and Moral Decisions""",e1endsversusmeans,https://unjournal.pubpub.org/dash/pub/e1endsversusmeans,,fail: Download menu not found,
2025-10-08T20:37:43.288Z,"Overview · Evaluation 1 of ""Forecasts estimate limited cultured meat production through 2050""",e1limitedmeatprod,https://unjournal.pubpub.org/dash/pub/e1limitedmeatprod,,fail: Download menu not found,
2025-10-08T20:37:51.434Z,"Overview · Evaluation 1 of ""The Macroeconomic Impact of Climate Change: Global vs. Local Temperature""",e1macroclimatechange,https://unjournal.pubpub.org/dash/pub/e1macroclimatechange,,fail: Download menu not found,
2025-10-08T20:37:59.377Z,"Overview · Evaluation 1 of ""Maternal cash transfers for gender equity and child development: Experimental evidence from India""",e1maternalcashtransfers,https://unjournal.pubpub.org/dash/pub/e1maternalcashtransfers,,fail: Download menu not found,
2025-10-08T20:38:07.609Z,"Overview · Evaluation 1 of ""Global potential for natural regeneration in deforested tropical regions""",e1naturalregeneration,https://unjournal.pubpub.org/dash/pub/e1naturalregeneration,,fail: Download menu not found,
2025-10-08T20:38:15.776Z,Overview · Evaluation 1 of “Pharmaceutical Pricing and R&D as a Global Public Good”,e1pharmpricing,https://unjournal.pubpub.org/dash/pub/e1pharmpricing,,fail: Download menu not found,
2025-10-08T20:38:25.550Z,"Overview · Evaluation 1 of ""Adaptability and the Pivot Penalty in Science and Technology""",e1pivotpenalty,https://unjournal.pubpub.org/dash/pub/e1pivotpenalty,,fail: Download menu not found,
2025-10-08T20:38:33.549Z,"Overview · Evaluation 1 of ""Population ethical intuitions""",e1popintuitions,https://unjournal.pubpub.org/dash/pub/e1popintuitions,,fail: Download menu not found,
2025-10-08T20:38:41.802Z,"Overview · Evaluation 1 of ""The Effect of Public Science on Corporate R&D""",e1publicscience,https://unjournal.pubpub.org/dash/pub/e1publicscience,,fail: Download menu not found,
2025-10-08T20:38:50.248Z,"Overview · Evaluation 1 of ""How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US""",e1randomizingcashtransfer,https://unjournal.pubpub.org/dash/pub/e1randomizingcashtransfer,,fail: Download menu not found,
2025-10-08T20:38:58.160Z,"Overview · Evaluation 1 of ""Meaningfully reducing consumption of meat and animal products is an unsolved problem: A meta-analysis""",e1reducingconsumption,https://unjournal.pubpub.org/dash/pub/e1reducingconsumption,,fail: Download menu not found,
2025-10-08T20:39:07.122Z,"Overview · Evaluation 1 of ""Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries""",e1resilienteducation,https://unjournal.pubpub.org/dash/pub/e1resilienteducation,,fail: Download menu not found,
2025-10-08T20:39:15.019Z,"Overview · Evaluation 1 of ""A systematic review and meta analysis of social safety nets, women’s economic achievements and agency""",e1safetynets,https://unjournal.pubpub.org/dash/pub/e1safetynets,,fail: Download menu not found,
2025-10-08T20:39:23.773Z,"Overview · Evaluation 1 of ""Stagnation and Scientific Incentives""",e1scientificincentives,https://unjournal.pubpub.org/dash/pub/e1scientificincentives,,fail: Download menu not found,
2025-10-08T20:39:31.964Z,"Overview · Evaluation 1 of ""The wellbeing cost effectiveness of StrongMinds and Friendship Bench: review and meta-analysis with charity-related data""",e1strongminds,https://unjournal.pubpub.org/dash/pub/e1strongminds,,fail: Download menu not found,
2025-10-08T20:39:40.801Z,"Overview · Evaluation 1 of “The Returns to Science In the Presence of Technological Risks”, Applied Stream",e1technologicalrisks,https://unjournal.pubpub.org/dash/pub/e1technologicalrisks,,fail: Download menu not found,
2025-10-08T20:39:49.997Z,"Overview · Evaluation 1 of ""Urban Forests: Environmental Health Values and Risks""",e1urbanforests,https://unjournal.pubpub.org/dash/pub/e1urbanforests,,fail: Download menu not found,
2025-10-08T20:39:59.779Z,"Overview · Evaluation 1 of ""A Welfare Analysis of Policies Impacting Climate Change""",e1welfareclimatechange,https://unjournal.pubpub.org/dash/pub/e1welfareclimatechange,,fail: Download menu not found,
2025-10-08T20:40:07.637Z,"Overview · Evaluation 2 of ""Towards best practices in AGI safety and governance: A survey of expert opinion"" for The Unjournal, Applied Stream",e2agisafety,https://unjournal.pubpub.org/dash/pub/e2agisafety,,fail: Download menu not found,
2025-10-08T20:40:15.840Z,"Overview · Evaluation 2 of ""The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers""",e2animalwelfarecost,https://unjournal.pubpub.org/dash/pub/e2animalwelfarecost,,fail: Download menu not found,
2025-10-08T20:40:23.975Z,"Overview · Evaluation 2 of ""Choose Your Moments: NIH Peer Review and Scientific Risk Taking""",e2chooseyourmoments,https://unjournal.pubpub.org/dash/pub/e2chooseyourmoments,,fail: Download menu not found,
2025-10-08T20:40:33.279Z,"Overview · Evaluation 2 of ""Asymmetry in Civic Information: An Experiment on Tax Participation among Informal Firms in Togo""",e2civicasymmetry,https://unjournal.pubpub.org/dash/pub/e2civicasymmetry,,fail: Download menu not found,
2025-10-08T20:40:42.052Z,"Overview · Evaluation 2 of ""Misperceptions and Demand for Democracy under Authoritarianism""",e2demandfordemocracy,https://unjournal.pubpub.org/dash/pub/e2demandfordemocracy,,fail: Download menu not found,
2025-10-08T20:40:51.782Z,"Overview · Evaluation 2 of ""Ends versus Means: Kantians, Utilitarians, and Moral Decisions""",e2endsversusmeans,https://unjournal.pubpub.org/dash/pub/e2endsversusmeans,,fail: Download menu not found,
2025-10-08T20:40:59.994Z,"Overview · Evaluation 2 of ""Forecasts estimate limited cultured meat production through 2050""",e2limitedmeatprod,https://unjournal.pubpub.org/dash/pub/e2limitedmeatprod,,fail: Download menu not found,
2025-10-08T20:41:07.899Z,"Overview · Evaluation 2 of ""The Macroeconomic Impact of Climate Change: Global vs. Local Temperature""",e2macroclimatechange,https://unjournal.pubpub.org/dash/pub/e2macroclimatechange,,fail: Download menu not found,
2025-10-08T20:41:16.802Z,"Overview · Evaluation 2 of ""Maternal cash transfers for gender equity and child development: Experimental evidence from India""",e2maternalcashtransfers,https://unjournal.pubpub.org/dash/pub/e2maternalcashtransfers,,fail: Download menu not found,
2025-10-08T20:41:24.923Z,"Overview · Evaluation 2 of ""Global potential for natural regeneration in deforested tropical regions""",e2naturalregeneration,https://unjournal.pubpub.org/dash/pub/e2naturalregeneration,,fail: Download menu not found,
2025-10-08T20:41:37.714Z,Overview · Evaluation 2 of “Pharmaceutical Pricing and R&D as a Global Public Good”,e2pharmpricing,https://unjournal.pubpub.org/dash/pub/e2pharmpricing,,fail: Download menu not found,
2025-10-08T20:41:47.195Z,"Overview · Evaluation 2 of ""Population ethical intuitions""",e2popintuitions,https://unjournal.pubpub.org/dash/pub/e2popintuitions,,fail: Download menu not found,
2025-10-08T20:41:55.073Z,"Overview · Evaluation 2 of ""The Effect of Public Science on Corporate R&D""",e2publicscience,https://unjournal.pubpub.org/dash/pub/e2publicscience,,fail: Download menu not found,
2025-10-08T20:42:03.636Z,"Overview · Evaluation 2 of ""How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US""",e2randomizingcashtransfer,https://unjournal.pubpub.org/dash/pub/e2randomizingcashtransfer,,fail: Download menu not found,
2025-10-08T20:42:12.087Z,"Overview · Evaluation 2 of ""Meaningfully reducing consumption of meat and animal products is an unsolved problem: A meta-analysis""",e2reducingconsumption,https://unjournal.pubpub.org/dash/pub/e2reducingconsumption,,fail: Download menu not found,
2025-10-08T20:42:20.466Z,"Overview · Evaluation 2 of ""Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries""",e2resilienteducation,https://unjournal.pubpub.org/dash/pub/e2resilienteducation,,fail: Download menu not found,
2025-10-08T20:42:28.462Z,"Overview · Evaluation 2 of ""A systematic review and meta analysis of social safety nets, women’s economic achievements and agency""",e2safetynets,https://unjournal.pubpub.org/dash/pub/e2safetynets,,fail: Download menu not found,
2025-10-08T20:42:37.320Z,"Overview · Evaluation 2 of ""The wellbeing cost effectiveness of StrongMinds and Friendship Bench: review and meta-analysis with charity-related data""",e2strongminds,https://unjournal.pubpub.org/dash/pub/e2strongminds,,fail: Download menu not found,
2025-10-08T20:42:45.621Z,"Overview · Evaluation 2 of ""The Returns To Science In The Presence Of Technological Risks"", Applied Stream",e2technologicalrisks,https://unjournal.pubpub.org/dash/pub/e2technologicalrisks,,fail: Download menu not found,
2025-10-08T20:42:53.787Z,"Overview · Evaluation 2 of ""Urban Forests: Environmental Health Values and Risks""",e2urbanforests,https://unjournal.pubpub.org/dash/pub/e2urbanforests,,fail: Download menu not found,
2025-10-08T20:43:02.176Z,"Overview · Evaluation 2 of ""A Welfare Analysis of Policies Impacting Climate Change""",e2welfareclimatechange,https://unjournal.pubpub.org/dash/pub/e2welfareclimatechange,,fail: Download menu not found,
2025-10-08T20:43:10.289Z,"Overview · Evaluation 3 of “The Returns to Science In the Presence of Technological Risks”, Applied Stream",e3technologicalrisks,https://unjournal.pubpub.org/dash/pub/e3technologicalrisks,,fail: Download menu not found,
